measurement_id,con_idle_stateNumber,state,energyConsumption,ms,tx_power_median,current_max,rssi_median,rtt_median,rsrp_median,ECL_median,code,Location Coverage,ExpectedResponse,timestampUETransmission,timestampServerCapture,failure_direction,energyConsumptionTx,msTx,date,duration,module,operator,interval,psize,site,active_timer,tau,note,operator_humanReadable,Packet Size [Bytes],Throughput
259,79,CONNECTED,0.1049509999999998,2664.251,,166213.0,,1.888597,,,400,,,,,,0.014790999999999775,105.249,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1520.204467500879
259,81,CONNECTED,0.10154899999999943,2332.249,,165552.0,,1.9815200000000002,,,400,,,,,,0.014688999999999732,98.5,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1624.3654822335025
259,83,CONNECTED,0.11162099999999953,2877.25,,166130.0,,2.125547,,,400,,,,,,0.015082999999999737,105.251,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1520.1755802795221
259,85,CONNECTED,0.1099970000000008,2969.249,,166213.0,,2.190969,,,400,,,,,,0.014174999999999828,97.001,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1649.4675312625643
259,87,CONNECTED,0.11238999999999956,3093.25,,165882.0,,2.319673,,,400,,,,,,0.014003000000000656,96.25,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1662.3376623376623
259,89,CONNECTED,0.10534200000000027,2606.499,,166130.0,,1.8442830000000001,,,400,,,,,,0.014216999999999482,100.499,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1592.0556423447001
259,91,CONNECTED,0.10754299999999972,2715.75,,166047.0,,1.9362540000000001,,,400,,,,,,0.01443500000000064,104.25,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1534.7721822541967
259,93,CONNECTED,0.10346800000000034,2421.999,,165800.0,,2.071871,,,400,,,,,,0.014111999999999012,97.001,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1649.4675312625643
259,95,CONNECTED,0.1157319999999995,2995.499,,165800.0,,2.2415830000000003,,,400,,,,,,0.02117199999999997,149.499,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1070.241272516873
259,97,CONNECTED,0.11326500000000014,3069.75,,166295.0,,2.298229,,,400,,,,,,0.015066999999999275,100.001,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1599.9840001599982
259,99,CONNECTED,0.1043270000000005,2565.749,,165552.0,,1.793539,,,400,,,,,,0.015082999999999737,102.5,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1560.9756097560976
259,101,CONNECTED,0.10590800000000034,2675.249,,165882.0,,1.903125,,,400,,,,,,0.014835000000000598,101.751,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1572.466118269108
259,103,CONNECTED,0.10202299999999907,2350.501,,165717.0,,1.999428,,,400,,,,,,0.014802999999999678,105.501,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1516.573302622724
